file,brand,nameGuess,categorySlug,subcategorySlug,gender,colorFacetGuess,reviewReasons
"browse=kids_files/ASICS-Gel-1130-Black-Pure-Silver-GS-Product.jpg","ASICS","Gel 1130 Black Pure Silver GS","sneakers","","kids","black","category_inferred_no_folder_signal"
"browse=kids_files/ASICS-Gel-1130-White-Aqua-GS-Product.jpg","ASICS","Gel 1130 White Aqua GS","sneakers","","kids","white","category_inferred_no_folder_signal"
"browse=kids_files/ASICS-Gel-1130-White-Cosmos-GS-Product.jpg","ASICS","Gel 1130 White Cosmos GS","sneakers","","kids","white","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-1-Mid-Barons-GS-Product.jpg","Jordan","Air Jordan 1 Mid Barons GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-1-Mid-Violet-Mist-Barely-Grape-PS.jpg","Jordan","Air Jordan 1 Mid Violet Mist Barely Grape PS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-1-Retro-Low-OG-SP-Travis-Scott-Sail-Tropical-Pink-PS-Product.jpg","Jordan","Air Jordan 1 Retro Low OG SP Travis Scott Sail Tropical Pink PS","sneakers","","kids","pink","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-1-Retro-Low-OG-SP-Travis-Scott-Shy-Pink-PS-Product.jpg","Jordan","Air Jordan 1 Retro Low OG SP Travis Scott Shy Pink PS","sneakers","","kids","pink","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-11-Retro-Gamma-Blue-2025-GS-Product.jpg","Jordan","Air Jordan 11 Retro Gamma Blue 2025 GS","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-11-Retro-Legend-Blue-2024-GS-Product.jpg","Jordan","Air Jordan 11 Retro Legend Blue 2024 GS","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-11-Retro-Low-Bred-2025-GS-Product.jpg","Jordan","Air Jordan 11 Retro Low Bred 2025 GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-11-Retro-Low-University-Blue-2026-GS-Product.jpg","Jordan","Air Jordan 11 Retro Low University Blue 2026 GS","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-12-Retro-Bloodline-GS-Product.jpg","Jordan","Air Jordan 12 Retro Bloodline GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-12-Retro-Bloodline-PS-Product.jpg","Jordan","Air Jordan 12 Retro Bloodline PS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-12-Retro-Taxi-2025-GS-Product.jpg","Jordan","Air Jordan 12 Retro Taxi 2025 GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-14-Retro-Black-University-Blue-2026-GS-Product.jpg","Jordan","Air Jordan 14 Retro Black University Blue 2026 GS","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-3-Retro-Black-Cement-Reimagined-GS-Product.jpg","Jordan","Air Jordan 3 Retro Black Cement Reimagined GS","sneakers","","kids","black","category_inferred_no_folder_signal|duplicate_content"
"browse=kids_files/Air-Jordan-3-Retro-Pure-Money-2025-GS-Product.jpg","Jordan","Air Jordan 3 Retro Pure Money 2025 GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized|duplicate_content"
"browse=kids_files/Air-Jordan-4-Retro-Black-Cat-2025-GS-Product.jpg","Jordan","Air Jordan 4 Retro Black Cat 2025 GS","sneakers","","kids","black","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-4-Retro-Bred-Reimagined-GS-Product.jpg","Jordan","Air Jordan 4 Retro Bred Reimagined GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-Cave-Stone-GS-Product.jpg","Jordan","Air Jordan 4 Retro Cave Stone GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-Fear-2024-GS-Product.jpg","Jordan","Air Jordan 4 Retro Fear 2024 GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-Flight-Club-GS-Product.jpg","Jordan","Air Jordan 4 Retro Flight Club GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-Lakers-GS-Product.jpg","Jordan","Air Jordan 4 Retro Lakers GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-Military-Black-GS-Product.jpg","Jordan","Air Jordan 4 Retro Military Black GS","sneakers","","kids","black","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-4-Retro-Military-Blue-2024-GS-Product.jpg","Jordan","Air Jordan 4 Retro Military Blue 2024 GS","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-4-Retro-Rare-Air-GS-Product.jpg","Jordan","Air Jordan 4 Retro Rare Air GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-TEX-Denim-Worn-Blue-TD-Product.jpg","Jordan","Air Jordan 4 Retro TEX Denim Worn Blue TD","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-4-Retro-Toro-Bravo-2026-GS-Product.jpg","Jordan","Air Jordan 4 Retro Toro Bravo 2026 GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-Toro-Bravo-2026-PS-Product.jpg","Jordan","Air Jordan 4 Retro Toro Bravo 2026 PS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-Valentines-Day-2026-GS-Product.jpg","Jordan","Air Jordan 4 Retro Valentines Day 2026 GS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Air-Jordan-4-Retro-White-Cement-2025-GS-Product.jpg","Jordan","Air Jordan 4 Retro White Cement 2025 GS","sneakers","","kids","white","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-4-Retro-White-Thunder-GS-Product.jpg","Jordan","Air Jordan 4 Retro White Thunder GS","sneakers","","kids","white","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-5-Retro-Black-University-Blue-2026-GS-Product.jpg","Jordan","Air Jordan 5 Retro Black University Blue 2026 GS","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-5-Retro-Black-University-Blue-2026-PS-Product.jpg","Jordan","Air Jordan 5 Retro Black University Blue 2026 PS","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-5-Retro-Fire-Red-Black-Tongue-2025-GS-Product.jpg","Jordan","Air Jordan 5 Retro Fire Red Black Tongue 2025 GS","sneakers","","kids","black","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-5-Retro-Medium-Soft-Pink-GS-Product.jpg","Jordan","Air Jordan 5 Retro Medium Soft Pink GS","sneakers","","kids","pink","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-5-Retro-White-Metallic-2026-GS-Product.jpg","Jordan","Air Jordan 5 Retro White Metallic 2026 GS","sneakers","","kids","white","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-5-Retro-Wolf-Grey-2026-GS-Product.jpg","Jordan","Air Jordan 5 Retro Wolf Grey 2026 GS","sneakers","","kids","grey","category_inferred_no_folder_signal"
"browse=kids_files/Air-Jordan-5-Retro-Wolf-Grey-2026-PS-Product.jpg","Jordan","Air Jordan 5 Retro Wolf Grey 2026 PS","sneakers","","kids","grey","category_inferred_no_folder_signal"
"browse=kids_files/New-Balance-9060-Rain-Cloud-PS-Product.jpg","New Balance","9060 Rain Cloud PS","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/Nike-Air-Force-1-Low-LE-Triple-White-GS-Product.jpg","Nike","Air Force 1 Low LE Triple White GS","sneakers","","kids","white","category_inferred_no_folder_signal|duplicate_content"
"browse=kids_files/Nike-Dunk-Low-Retro-White-Black-GS-Product.jpg","Nike","Dunk Low Retro White Black GS","sneakers","","kids","black","category_inferred_no_folder_signal"
"browse=kids_files/Nike-Dunk-Low-Retro-White-Black-PS-Product.jpg","Nike","Dunk Low Retro White Black PS","sneakers","","kids","black","category_inferred_no_folder_signal"
"browse=kids_files/air-jordan-3-retro-true-blue-2026-gs.jpg","Jordan","air jordan 3 retro true blue 2026 gs","sneakers","","kids","blue","category_inferred_no_folder_signal"
"browse=kids_files/air-jordan-4-retro-comic-gs.jpg","Jordan","air jordan 4 retro comic gs","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=kids_files/air-jordan-4-retro-flight-club-ps.jpg","Jordan","air jordan 4 retro flight club ps","sneakers","","kids","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/ASICS-Gel-1130-White-Pure-Silver-Pink-Womens-Product.jpg","ASICS","Gel 1130 White Pure Silver Pink Womens","sneakers","","women","pink","category_inferred_no_folder_signal"
"browse=women_files/Air-Jordan-1-Retro-Low-OG-SP-Travis-Scott-Canary-Womens-Product.jpg","Jordan","Air Jordan 1 Retro Low OG SP Travis Scott Canary Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized|duplicate_content"
"browse=women_files/Air-Jordan-11-Retro-Grand-Finale-Womens-Product.jpg","Jordan","Air Jordan 11 Retro Grand Finale Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Air-Jordan-11-Retro-Low-Mothers-Day-Womens-Product.jpg","Jordan","Air Jordan 11 Retro Low Mothers Day Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Air-Jordan-3-Retro-Orange-Citrus-Womens-Product.jpg","Jordan","Air Jordan 3 Retro Orange Citrus Womens","sneakers","","women","orange","category_inferred_no_folder_signal"
"browse=women_files/Air-Jordan-3-Retro-Teyana-Taylor-A-Rose-From-Harlem-Womens-Product.jpg","Jordan","Air Jordan 3 Retro Teyana Taylor A Rose From Harlem Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Air-Jordan-4-Retro-Cozy-Girl-Womens-Product.jpg","Jordan","Air Jordan 4 Retro Cozy Girl Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Air-Jordan-4-Retro-Forget-Me-Not-Product.jpg","Jordan","Air Jordan 4 Retro Forget Me Not","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Air-Jordan-4-Retro-Iced-Carmine-Womens-Product.jpg","Jordan","Air Jordan 4 Retro Iced Carmine Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Air-Jordan-4-Retro-Metallic-Gold-Womens-Product.jpg","Jordan","Air Jordan 4 Retro Metallic Gold Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Air-Jordan-4-Retro-OG-SP-A-Ma-Maniere-While-You-Were-Sleeping-Womens-Product.jpg","Jordan","Air Jordan 4 Retro OG SP A Ma Maniere While You Were Sleeping Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Air-Jordan-4-Retro-Pale-Ivory-Sierra-Red-Womens-Product.jpg","Jordan","Air Jordan 4 Retro Pale Ivory Sierra Red Womens","sneakers","","women","red","category_inferred_no_folder_signal"
"browse=women_files/Louis-Vuitton-x-Takashi-Murakami-Speedy-Bandouliere-25-White-Multicolored-Product.jpg","Louis Vuitton","Louis Vuitton x Takashi Murakami Speedy Bandouliere 25 White Multicolored","sneakers","","women","white","category_inferred_no_folder_signal"
"browse=women_files/Nike-Air-Max-95-OG-Big-Bubble-Pink-Foam-Womens-Product.jpg","Nike","Air Max 95 OG Big Bubble Pink Foam Womens","sneakers","","women","pink","category_inferred_no_folder_signal|duplicate_content"
"browse=women_files/Nike-Blazer-Mid-77-White-Black-W-Product.jpg","Nike","Blazer Mid 77 White Black W","sneakers","","women","black","category_inferred_no_folder_signal"
"browse=women_files/Nike-Dunk-Low-Photon-Dust-W-Product.jpg","Nike","Dunk Low Photon Dust W","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Nike-Dunk-Low-Retro-Khaki-Team-Red-Pearl-White-Womens-Product.jpg","Nike","Dunk Low Retro Khaki Team Red Pearl White Womens","sneakers","","women","white","category_inferred_no_folder_signal"
"browse=women_files/Nike-Dunk-Low-White-Black-2021-W-Product.jpg","Nike","Dunk Low White Black 2021 W","sneakers","","women","black","category_inferred_no_folder_signal"
"browse=women_files/Nike-Zoom-Vomero-5-Chrome-Toe-Womens-Product.jpg","Nike","Zoom Vomero 5 Chrome Toe Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Nike-Zoom-Vomero-5-Metallic-Gold-Womens-Product.jpg","Nike","Zoom Vomero 5 Metallic Gold Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Nike-Zoom-Vomero-5-Photon-Dust-Metallic-Silver-W-Product.jpg","Nike","Zoom Vomero 5 Photon Dust Metallic Silver W","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Nike-Zoom-Vomero-5-Photon-Dust-Pink-Foam-Womens-Product.jpg","Nike","Zoom Vomero 5 Photon Dust Pink Foam Womens","sneakers","","women","pink","category_inferred_no_folder_signal"
"browse=women_files/Nike-Zoom-Vomero-5-Triple-White-Womens-Product.jpg","Nike","Zoom Vomero 5 Triple White Womens","sneakers","","women","white","category_inferred_no_folder_signal"
"browse=women_files/NikeCraft-General-Purpose-Shoe-Tom-Sachs-ISRU-Participation-Womens.jpg","Nike","Craft General Purpose Shoe Tom Sachs ISRU Participation Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/Puma-Speedcat-Ballet-Black-Mauve-Mist-Womens-Product.jpg","Puma","Speedcat Ballet Black Mauve Mist Womens","sneakers","","women","black","category_inferred_no_folder_signal"
"browse=women_files/adidas-Samba-OG-Preloved-Red-Leopard-Womens-Product.jpg","adidas","Samba OG Preloved Red Leopard Womens","sneakers","","women","red","category_inferred_no_folder_signal"
"browse=women_files/adidas-Samba-OG-Rhinestone-Black-Silver-Womens-Product.jpg","adidas","Samba OG Rhinestone Black Silver Womens","sneakers","","women","black","category_inferred_no_folder_signal"
"browse=women_files/adidas-Samba-OG-Silver-Metallic-Cracked-Leather-Womens-Product.jpg","adidas","Samba OG Silver Metallic Cracked Leather Womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
"browse=women_files/adidas-Taekwondo-Mei-Ballet-Basketweave-Cream-White-Womens-Product.jpg","adidas","Taekwondo Mei Ballet Basketweave Cream White Womens","sneakers","","women","white","category_inferred_no_folder_signal"
"browse=women_files/air-jordan-4-retro-birds-of-paradise-womens.jpg","Jordan","air jordan 4 retro birds of paradise womens","sneakers","","women","","category_inferred_no_folder_signal|color_not_recognized"
